Nama Tempat,Alamat,Rating,Jumlah Review,Ketersediaan Telepon,Website,Latitude,Longitude,Aksesibilitas Difabel,Jenis Tempat,Kota/Kabupaten,24 Jam,Jam Buka,Jam Tutup,Status Operasional,Telepon,Skor Aksesibilitas,Status Aksesibilitas
Masjid Jami Al Fattah,"Jl. Mekar Sari, RT.004/RW.003, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks","4,8",1080,Tidak Ada,Tidak Tersedia,-6.2295837,107.0168845,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid AL Ishlah Harapan Baru,"Jl. Harapan Baru Timur Jl. Srikaya 1 No.1, RT.001/RW.009, Kota Baru, Kec. Bekasi Bar., Kota Bks","4,7",1640,Ada,Tidak Tersedia,-6.2184212,106.966514,,Masjid,Kota Bekasi,FALSE,4:00,0:00,Tidak Konsisten,8979366861,0,Tidak Tersedia
Masjid Jami Al-Hidayah - PHR Bekasi Utara,"Jl. Perum. Prima Harapan Regency No.D-11, RT.009/RW.015, Harapan Baru, Kec. Bekasi Utara, Kota Bks","4,8",2200,Tidak Ada,Tidak Tersedia,-6.2100092,107.0163565,,Masjid,Kota Bekasi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
MASJID AL AMIR,"Jl. Ahmad Yani, RT.001/RW.005, Marga Jaya, Kec. Bekasi Sel., Kota Bks","4,7",520,Tidak Ada,Tidak Tersedia,-6.2351694,106.9952746,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Raya Al Azhar Summarecon Bekasi,"Jl. Bulevar Utara Blok L, RT.006/RW.003, Marga Mulya, Kec. Bekasi Utara, Kota Bks","4,8",4024,Ada,Tidak Tersedia,-6.2216602,107.0017116,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,2129579407,3,Aksesibilitas Difabel Cukup Lengkap
"Masjid Besar Al-Muwahhidin - Margahayu, Bekasi Timur","Jl. Insinyur H. Juanda No.9b, RT.005/RW.001, Margahayu, Kec. Bekasi Tim., Kota Bks","4,8",890,Tidak Ada,Tidak Tersedia,-6.2435054,107.0050108,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Baiturrahim Jakasetia,"Jl. Surya Raya No.384, RT.003/RW.010, Jaka Setia, Kec. Bekasi Sel., Kota Bks","4,8",7430,Ada,Tersedia,-6.2551466,106.9676251,,Masjid,Kota Bekasi,FALSE,4:00,22:00,Normal,218208310,0,Tidak Tersedia
Masjid Raya Jatimulya,"Jl. Jatimulya Raya No.1A, Jatimulya, Kec. Tambun Sel., Kabupaten Bekasi","4,8",5330,Tidak Ada,Tidak Tersedia,-6.2678635,107.0206756,,Masjid,Kabupaten Bekasi,FALSE,4:30,21:00,Normal,,0,Tidak Tersedia
Masjid Jami Al-Muhadjirin Bekasi,"Jl. P. Jawa Raya No.22, RT.001/RW.022, Aren Jaya, Kec. Bekasi Tim., Kota Bks","4,6",700,Ada,Tidak Tersedia,-6.2501307,107.0295724,,Masjid,Kota Bekasi,FALSE,4:00,22:00,Normal,8889882727,0,Tidak Tersedia
Masjid Jami Alfurqon,"masjid alfurqon, Jl. Boulevard Hijau Raya, RT.009/RW.024, Pejuang, Kecamatan Medan Satria, Kota Bks","4,9",1921,Tidak Ada,Tidak Tersedia,-6.18706,106.9809885,['Memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
Masjid Jami Al-Kautsar,"Jl. Raya Bumi Anggrek No.13, Karangsatria, Kec. Tambun Utara, Kabupaten Bekasi","4,8",4900,Tidak Ada,Tidak Tersedia,-6.2216892,107.0365447,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Bekasi,FALSE,4:00,21:30,Normal,,0,Tidak Tersedia
Masjid Al-Ghufron,"Jl. Margahayu Jaya Blk. C No.77, RT.006/RW.020, Margahayu, Kec. Bekasi Tim., Kota Bks","4,8",8160,Tidak Ada,Tidak Tersedia,-6.255077,107.0175212,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Besar Hidayatullah,"Jaka Setia, Kec. Bekasi Sel., Kota Bks","4,6",810,Tidak Ada,Tidak Tersedia,-6.2746428,106.9803944,,Masjid,Kota Bekasi,FALSE,4:00,21:30,Normal,,0,Tidak Tersedia
Masjid Jami' AlMubaarok,"Depan Masjid Al Mubarak, Jl. Dewi Sartika, RT.002/RW.008, Margahayu, Kec. Bekasi Tim., Kota Bks","4,8",5360,Tidak Ada,Tersedia,-6.2546525,107.0043793,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Bekasi,FALSE,4:00,21:30,Normal,,0,Tidak Tersedia
Masjid Al-Ikhlash Margahayu Jaya,"Jl. Turi No.2001, RT.007/RW.017, Margahayu, Kec. Bekasi Tim., Kota Bks","4,8",1590,Ada,Tidak Tersedia,-6.2589694,107.0173348,,Masjid,Kota Bekasi,FALSE,4:30,21:00,Normal,85881447787,0,Tidak Tersedia
Masjid Al-Muhajirin,"Jl. Palem Barat Raya No.3, RT.001/RW.016, Pekayon Jaya, Kec. Bekasi Sel., Kota Bks","4,7",580,Tidak Ada,Tidak Tersedia,-6.2665523,106.9802878,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Al-Ikhlas,"RT.002/RW.001, Marga Jaya, Kec. Bekasi Sel., Kota Bks","4,7",430,Tidak Ada,Tidak Tersedia,-6.2509172,106.9943443,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Amar Ma'ruf,"Jl. HM. Joyo Martono, RT.003/RW.013, Margahayu, Kec. Bekasi Tim., Kota Bks","4,8",1044,Tidak Ada,Tidak Tersedia,-6.2554732,107.0223066,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,2,Aksesibilitas Difabel Terbatas
Masjid Al Amanah,"Jl. Kp. Poncol Bulak No.45, RT.004/RW.017, Jaka Setia, Kec. Bekasi Sel., Kota Bks","4,8",550,Tidak Ada,Tidak Tersedia,-6.2718167,106.9754856,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami' Al-Falah,"Jl. Patriot No.1B, RT.005/RW.003, Jakasampurna, Kec. Bekasi Bar., Kota Bks","4,8",2640,Tidak Ada,Tidak Tersedia,-6.245727,106.9659735,,Masjid,Kota Bekasi,FALSE,4:00,21:15,Normal,,0,Tidak Tersedia
Masjid Nurani,"RT.001/RW.010, Kranji, Kec. Bekasi Bar., Kota Bks","4,8",4800,Ada,Tidak Tersedia,-6.2218983,106.973498,,Masjid,Kota Bekasi,TRUE,0:00,23:59,24 jam,2188855612,0,Tidak Tersedia
Masjid Jami' Al Muhajirin,"Jalan Utama Raya No.Perumahan, RT.004/RW.010, Duren Jaya, Bekasi Timur, Bekasi","4,8",2640,Ada,Tidak Tersedia,-6.2379324,107.0205739,,Masjid,Kota Bekasi,FALSE,4:00,21:15,Normal,218821683,0,Tidak Tersedia
Masjid Jami' Nurul Huda,"RT. 008/09, Jl. Raya Jati Makmur, RT.RW 002/RW.008, Jatimakmur, Kec. Pd. Gede, Kota Bks","4,6",4520,Tidak Ada,Tidak Tersedia,-6.2830651,106.9283847,,Masjid,Kota Bekasi,FALSE,4:01,21:11,Normal,,0,Tidak Tersedia
"Gereja GPIB Jemaat Anugerah,Bekasi.","Jl. Perum. P. Dan K No.Blok A, Lambangsari, Kec. Tambun Sel., Kabupaten Bekasi","4,6",730,Ada,Tidak Tersedia,-6.274416,107.0436385,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kabupaten Bekasi,FALSE,4:41,19:11,Tidak Konsisten,87809378448,2,Aksesibilitas Difabel Terbatas
GKI Bekasi Timur,"Jl. Bekasi Timur IX No.6, RT.4/RW.3, Rw. Bunga, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta","4,5",1750,Ada,Tersedia,-6.2163087,106.8725076,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bekasi,FALSE,9:00,17:00,Normal,218193668,3,Aksesibilitas Difabel Cukup Lengkap
Gereja Kristen Indonesia - Harapan Indah,"Perumahan Harapan Indah Jalan Taman Kenanga Blok HA No. 4-5 Kota, Jl. Harapan Indah Raya, RT.005/RW.019, Pejuang, Kecamatan Medan Satria, Kota Bks","4,7",2780,Ada,Tersedia,-6.1781836,106.981031,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bekasi,FALSE,8:00,16:00,Normal,218871403,2,Aksesibilitas Difabel Terbatas
Gereja HKBP Perumnas 2 Bekasi,"Jalan Gunung Gede Raya No. 1 RT. 5/RW. 13, Kayuringin Jaya, Bekasi Selatan, RT.005/RW.013, Kayuringin Jaya, Bekasi, Kota Bks","4,6",1590,Ada,Tersedia,-6.2430074,106.9905878,,Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Normal,218844443,0,Tidak Tersedia
GPIB Jemaat Galilea Bekasi,"RT.003/RW.017, Jaka Setia, Kec. Bekasi Sel., Kota Bks","4,7",690,Ada,Tersedia,-6.2688839,106.9732835,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,2182410100,0,Tidak Tersedia
GKI Jatiasih Bekasi,"Jalan Swatantra III, No. 38, Jatirasa, Jatiasih, RT.003/RW.004, Jatirasa, Kec. Jatiasih, Kota Bks","4,6",1170,Ada,Tidak Tersedia,-6.2907294,106.967886,,Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Normal,218214375,0,Tidak Tersedia
GKI Camar,"Jl. Camar No.23 blok A, RT.002/RW.009, Jakamulya, Kec. Bekasi Sel., Kota Bks","4,8",270,Ada,Tersedia,-6.257414,106.9622764,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,218207594,1,Aksesibilitas Difabel Terbatas
GKI Agus Salim,"Jl. KH. Agus Salim No.205, RT.001/RW.008, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks","4,8",840,Ada,Tersedia,-6.2271517,107.014447,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,218803493,2,Aksesibilitas Difabel Terbatas
GKPI Bekasi,"Gkpi Bekasi, Jl. Gn. Gede - Kayuringin No.3, RT.005/RW.013, Kayuringin Jaya, Kec. Bekasi Sel., Kota Bks","4,8",890,Ada,Tersedia,-6.2431978,106.9904735,,Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Normal,2188952724,0,Tidak Tersedia
Gereja Kristen Pasundan Jemaat Bekasi,"Jl. Insinyur H. Juanda No.166B, RT.001/RW.009, Margahayu, Kec. Bekasi Tim., Kota Bks","4,7",680,Ada,Tersedia,-6.2494918,107.0141986,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Normal,218814961,1,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki Santo Arnoldus Janssen, Bekasi","Jl. Insinyur H. Juanda No.164, RT.002/RW.009, Margahayu, Kec. Bekasi Tim., Kota Bks","4,8",1259,Ada,Tersedia,-6.2494495,107.0114195,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,8:00,20:00,Normal,218801763,3,Aksesibilitas Difabel Cukup Lengkap
GPIB GLORIA Bekasi,"Jl. Kenanga IV Perumahan Jaka Permai No.38 Kav 37, RT.006/RW.006A, Jakasampurna, Bekasi Barat, Bekasi","4,8",1610,Ada,Tersedia,-6.2466845,106.975546,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Normal,218841983,2,Aksesibilitas Difabel Terbatas
GKJ Bekasi,"Jl. Jatiluhur Raya RT.001/RW.013. Kompl. Pengairan, Bekasi","4,7",2500,Ada,Tersedia,-6.2475898,106.9678082,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,218840760,2,Aksesibilitas Difabel Terbatas
GKDI BEKASI,"GKDI ROOM, Mega Office Park, Jl. Harapan Indah Boulevard No.1 Blok OP 3, Medan Satria, Kecamatan Medan Satria, Kota Bks","4,9",1470,Ada,Tersedia,-6.1788013,106.9746238,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Umum,Kota Bekasi,TRUE,0:00,23:59,24 jam,81286858422,3,Aksesibilitas Difabel Cukup Lengkap
GPIB Jemaat Jatipon Bekasi,"Jl. Sekolah Kapin Gg. Gereja, RT.009/RW.004, Jatibening Baru, Pondok Gede, Bekasi","4,7",2060,Ada,Tersedia,-6.2544562,106.928027,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,218648688,2,Aksesibilitas Difabel Terbatas
Gereja Pantekosta - GPdI Jemaat Anugerah Bekasi,"Jl. Sersan Aswan No.10, Margahayu, Kec. Bekasi Tim., Kota Bks","4,7",1280,Ada,Tersedia,-6.2519072,107.0110771,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Bekasi,FALSE,4:41,19:11,Normal,2188341984,1,Aksesibilitas Difabel Terbatas
GKI Kemang Pratama Bekasi,"RT.007/RW.020, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks","4,7",1030,Ada,Tersedia,-6.275523,106.986985,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,2182414036,1,Aksesibilitas Difabel Terbatas
GKJ Bekasi Timur,"Komplek Bekasi Grand Centre, Jl. Cut Mutia Blok F 3 dan 4, RT.001/RW.011, Margahayu, Kec. Bekasi Tim., Kota Bks","4,9",1160,Ada,Tidak Tersedia,-6.2511399,107.0149872,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Normal,2188356796,2,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki Santa Clara, Bekasi Utara","Jl. Lkr. Utara, RT.03/RW.06, Harapan Baru, Kec. Bekasi Utara, Kota Bks","4,9",5960,Ada,Tersedia,-6.2082685,107.0189284,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,8:00,16:00,Normal,218870327,3,Aksesibilitas Difabel Cukup Lengkap
GKI Raya Hankam,"Jl. Raya Hankam No.45, RT.002/RW.002, Jatirahayu, Kec. Pd. Melati, Kota Bks","4,7",2370,Ada,Tersedia,-6.2872295,106.9146082,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,218467121,1,Aksesibilitas Difabel Terbatas
GSJA RUMAH DOA BEKASI,"Jl. Cut Mutia No.6, RT.001/RW.011, Margahayu, Kec. Bekasi Tim., Kota Bks","5,0",50,Ada,Tidak Tersedia,-6.2518125,107.0148489,,Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,81217333340,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Mikael, Kranji","Jl. Bintara Strada No.38, RT.001/RW.008, Kranji, Kec. Bekasi Bar., Kota Bks","4,7",6500,Ada,Tersedia,-6.2322701,106.968884,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,8:00,16:00,Normal,2188851155,3,Aksesibilitas Difabel Cukup Lengkap
Lingkungan ke-1 Bekasi Gereja Yesus Kristus Dari Orang-orang Suci Zaman Akhir,"Ruko Grand Mall Bekasi, Jl. Jend. Sudirman No.43 Blok D41, RT.001/RW.005, Harapan Mulya, Kecamatan Medan Satria, Kota Bks","4,5",170,Ada,Tersedia,-6.2277923,106.9846449,,Gereja Umum,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,8979177037,0,Tidak Tersedia
"Gereja Katolik Paroki St. Bartolomeus, Taman Galaxy","Villa Galaxy, Jl. Gardenia Utara No.35 AA1, RT.003/RW.017, Jaka Setia, Kec. Bekasi Sel., Kota Bks","4,8",8570,Tidak Ada,Tersedia,-6.2685003,106.9733717,"['Ada toilet khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
"Gereja Katolik Santo Servatius, Paroki Kampung Sawah","Jl. Raya Kp. Sawah No.55 1, RT.006/RW.004, Jatimelati, Kec. Pd. Melati, Kota Bks","4,8",1038,Ada,Tersedia,-6.3227341,106.9378376,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,8:00,19:00,Normal,218449967,3,Aksesibilitas Difabel Cukup Lengkap
Gereja HKBP Duren Jaya,"Perumahan Jl. Duren Jaya No.1, RT.012/RW.012, Duren Jaya, Kec. Bekasi Tim., Kota Bks","4,6",1570,Ada,Tersedia,-6.2343437,107.0200182,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,218803713,1,Aksesibilitas Difabel Terbatas
Gereja Batak Karo Protestan (GBKP) Runggun Bekasi,"Villa Galaxy Blok AA.II No. 35, Jl. Gardenia 1, Jaka Setia, Bekasi Selatan, RT.003/RW.017, Jaka Setia, Bekasi, Kota Bks","4,7",1620,Ada,Tersedia,-6.2681301,106.9737542,['Memiliki tempat parkir khusus pengguna kursi roda'],Gereja Protestan,Kota Bekasi,TRUE,0:00,23:59,24 jam,218202269,1,Aksesibilitas Difabel Terbatas
GBI Grand Wisata,"Jl. Grand Wisata Jl. Celebration Boulevard No.53 Blok AA 09, Lambangjaya, Kec. Tambun Sel., Kabupaten Bekasi","4,7",650,Ada,Tersedia,-6.2822043,107.0461577,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kabupaten Bekasi,FALSE,4:41,19:11,Normal,2182615831,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Albertus, Harapan Indah","Kota Harapan Indah, Pejuang, Jalan Boulevard Raya No.Kav 23, Medan Satria, RT.005/RW.010, Medan Satria, Kecamatan Medan Satria, Kota Bks","4,8",9830,Ada,Tersedia,-6.175479,106.9742615,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,4:41,19:11,Normal,2129477580,3,Aksesibilitas Difabel Cukup Lengkap
"Gereja Katolik Stasi Santo Yohanes Paulus II, Rawalumbu","Jl. Kemuning V No.53, RT.004/RW.005, Bojong Menteng, Kec. Rawalumbu, Kota Bks","4,9",530,Ada,Tidak Tersedia,-6.3033097,106.9898277,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,4:41,19:11,Normal,81399396742,3,Aksesibilitas Difabel Cukup Lengkap
"Gereja Katolik Santo Stanislaus Kostka, Paroki Kranggan","Jl. Raya Ps. Kranggan No.7, RT.004/RW.004, Jatisampurna, Kec. Jatisampurna, Kota Bks","4,8",3450,Ada,Tidak Tersedia,-6.3626153,106.9279499,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bekasi,FALSE,8:00,16:00,Normal,2122813401,3,Aksesibilitas Difabel Cukup Lengkap
GSJA IMANUEL GRANDWISATA,"Jl. Grand Wisata No.52 - 53 Blok AA 10, Tambun, Kec. Tambun Sel., Kabupaten Bekasi","4,7",160,Tidak Ada,Tidak Tersedia,-6.2842938,107.0433583,,Gereja Protestan,Kabupaten Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GPPK Suluh Kasih Bekasi,"GPPK Suluh Kasih Bekasi, Jl. Cut Mutia No.11 Plaza Blok A4, RT.001/RW.009, Margahayu, Kec. Bekasi Tim., Kota Bks","5,0",80,Ada,Tidak Tersedia,-6.249804,107.014334,,Gereja Umum,Kota Bekasi,TRUE,0:00,23:59,24 jam,85206138796,0,Tidak Tersedia
Gereja Kerasulan Baru,"Kp. Rawasemut nomer, RT.002/RW.011, 38, Margahayu, Kec. Bekasi Tim., Kota Bks","5,0",110,Ada,Tersedia,-6.2514735,107.0155676,['Memiliki tempat parkir khusus pengguna kursi roda'],Gereja Umum,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,2188088290,1,Aksesibilitas Difabel Terbatas
"Gereja Katolik Stasi Santo Petrus Rasul, Cibitung","Jl. Sasak Nongkin, Wanasari, Kec. Cibitung, Kabupaten Bekasi","4,8",980,Tidak Ada,Tidak Tersedia,-6.2318718,107.0945894,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Katolik,Kabupaten Bekasi,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
Vihara Maha Puja Adi Dharma,"Jl. KH. Agus Salim No.109 C, RT.001/RW.008, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks","4,9",170,Tidak Ada,Tidak Tersedia,-6.2259446,107.0138314,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Vihara Setia Darma,"Setiadarma, Kec. Tambun Sel., Kabupaten Bekasi","4,7",200,Tidak Ada,Tidak Tersedia,-6.2611271,107.0548678,,Vihara,Kabupaten Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Vihara Fa Te,"blok wz, Jl. Delima 2 Jl. Harapan Indah Raya No.10, RT.006/RW.020, Pejuang, Kecamatan Medan Satria, Kota Bks","5,0",40,Ada,Tidak Tersedia,-6.176128,106.9876105,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,8129388868,0,Tidak Tersedia
Vihara Dhamma Metta Cikarang Cabang,"Jl. Ki Hajar Dewantara Jl. Tugu No.61, pintu air, Kec. Karangbahagia, Kabupaten Bekasi","5,0",40,Tidak Ada,Tidak Tersedia,-6.2454377,107.1603815,,Vihara,Kabupaten Bekasi,FALSE,16:30,21:30,Normal,,0,Tidak Tersedia
Pakung Bandung,"Jl. Bandung No.574 Blok D, RT.002/RW.009, Duren Jaya, Bekasi Timur, Bekasi","5,0",50,Tidak Ada,Tidak Tersedia,-6.2382144,107.0218178,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Vihara Sasana Loka,"Jl. Raya Perjuangan No.42, RT.001/RW.009, Marga Mulya, Kec. Bekasi Utara, Kota Bks","4,9",130,Tidak Ada,Tidak Tersedia,-6.2238904,107.0109927,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Vihara Dharma Sakti,"Jl. Setia Mekar No.2, Setiamekar, Kec. Tambun Sel., Kabupaten Bekasi","4,9",210,Tidak Ada,Tidak Tersedia,-6.2406138,107.0427952,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kabupaten Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Kelenteng Hok Lay Kiong,"Jl. Kenari I No.1, RT.006/RW.001, Margahayu, Kec. Bekasi Tim., Kota Bks","4,7",9020,Tidak Ada,Tidak Tersedia,-6.2441019,107.0032347,,Vihara,Kota Bekasi,FALSE,6:00,21:00,Normal,,0,Tidak Tersedia
Satayam Singh,"Jalang Kp. Pulo No.SSSSS179, RT.002/RW.023, Kayuringin Jaya, Kec. Bekasi Sel., Kota Bks","5,0",20,Tidak Ada,Tidak Tersedia,-6.2362053,106.980895,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Vihara Citta Mangala,"Jl. Mekar Sari Blok D2 No.5, RT.010/RW.003, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks","4,6",190,Ada,Tidak Tersedia,-6.2291031,107.018211,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,81584759638,0,Tidak Tersedia
Vihara Buddha Jayanti,"Jalan, Pusaka Rakyat, Tarumajaya, Bekasi Regency","4,6",520,Ada,Tidak Tersedia,-6.1595672,106.981876,,Vihara,Kabupaten Bekasi,FALSE,4:41,19:11,Normal,8129917979,0,Tidak Tersedia
Wihara sasanaloka,"Jl. Raya Perjuangan No.56, RT.003/RW.009, Marga Mulya, Kec. Bekasi Utara, Kota Bks","4,9",130,Tidak Ada,Tidak Tersedia,-6.2238167,107.0109317,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
Wihara Manggala Jaya,"Jl. Mekar Sari No.63, RT.005/RW.003, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks","4,8",400,Ada,Tidak Tersedia,-6.2289362,107.0157778,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,8128590121,0,Tidak Tersedia
FZK milik bersama,"Jl. Bosih Raya No.mor 61, Wanasari, Kec. Cibitung, Kabupaten Bekasi","4,8",120,Tidak Ada,Tidak Tersedia,-6.2418884,107.0882652,,Vihara,Kabupaten Bekasi,FALSE,8:00,0:00,Tidak Konsisten,,0,Tidak Tersedia
.,"Jl. Citarum 1. 21, Komplek Buanarisma No.kel, RT.001/RW.012, Jakasampurna, Kec. Bekasi Bar., Kota Bks","5,0",20,Tidak Ada,Tidak Tersedia,-6.9518552,107.7992558,,Vihara,Kota Bekasi,FALSE,10:00,19:00,Normal,,0,Tidak Tersedia
Vihara Dharma Sagara Bekasi,"Sebelah Rumah Duka Dharma Agung, Jl. Baru Perjuangan, Marga Mulya, Kec. Bekasi Utara, Kota Bks","5,0",90,Ada,Tidak Tersedia,-6.2336336,107.0058795,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,81319254707,0,Tidak Tersedia
