Nama Tempat,Alamat,Rating,Jumlah Review,Ketersediaan Telepon,Website,Latitude,Longitude,Aksesibilitas Difabel,Jenis Tempat,Kota/Kabupaten,24 Jam,Jam Buka,Jam Tutup,Status Operasional,Telepon,Skor Aksesibilitas,Status Aksesibilitas
Vihara Harapan Maitreya,"Jl. Dahlia Indah No.4, RT.010/RW.017, Pejuang, Kecamatan Medan Satria, Kota Bks","4,9",90,Ada,Tidak Tersedia,-6.177218,106.981947,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,81296180513,0,Tidak Tersedia
KWAN IM MA,"RT.003/RW.001, Margahayu, Kec. Bekasi Tim., Kota Bks","5,0",50,Tidak Ada,Tidak Tersedia,-6.2491162,107.013564,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Vihara Sariputra,"Jl. Pasar Cikarang No.46-55, Cikarang Kota, Kec. Cikarang Utara, Kabupaten Bekasi","4,6",630,Tidak Ada,Tidak Tersedia,-6.2569543,107.1442042,,Vihara,Kabupaten Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Kuang Chin Fothang,"Jl. KH. Agus Salim No.38-33, RT.001/RW.008, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks","5,0",50,Ada,Tidak Tersedia,-6.2258749,107.013906,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,82298561761,0,Tidak Tersedia
Cetiya Pribadi Buddha,"Perumahan Jl. Graha Cipta 5, Sumberjaya, Kec. Tambun Sel., Kabupaten Bekasi","4,8",110,Tidak Ada,Tidak Tersedia,-6.2097784,107.074431,,Vihara,Kabupaten Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Vihara Vimalakirti Bekasi (NSI),"Jl. Semut Api No.11, RT.003/RW.010, Margahayu, Kec. Bekasi Tim., Kota Bks","4,6",190,Tidak Ada,Tidak Tersedia,-6.2514571,107.0176588,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Vihara Vipassana Kusalacitta,"Perum Bojong Menteng Indah, Jl. Kemuning Raya Dalam, RT 03/13, Bojong Menteng, Rawa Lumbu, RT.001/RW.013, Bojong Menteng, Kec. Rawalumbu, Kota Bks","4,8",1290,Ada,Tersedia,-6.3026702,106.9886472,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,8128756789,2,Aksesibilitas Difabel Terbatas
Wihara Tridharma Pondok Gede,"Jl. Raya Hankam No.46, RT.004/RW.002, Jatirahayu, Kec. Pd. Melati, Kota Bks","4,6",440,Ada,Tidak Tersedia,-6.287408,106.914383,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,81224221688,0,Tidak Tersedia
Yayasan Khanti Paramita Bojong Menteng,"Jl. Kp. Bojong Menteng No.52, RT.003/RW.005, Bojong Menteng, Kec. Rawalumbu, Kota Bks","5,0",20,Ada,Tidak Tersedia,-6.30297,106.9918732,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,81210105009,0,Tidak Tersedia
Rumah,"Jl. Duta Bumi Raya No.2, RT.001/RW.029, Pejuang, Kecamatan Medan Satria, Kota Bks","5,0",90,Tidak Ada,Tidak Tersedia,-6.1872519,106.9861813,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Wihara Dharma Jaya,"Jalan Bajir No.19, Bojong Rawalumbu, Rawalumbu, RT.008/RW.002, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks","4,6",930,Ada,Tidak Tersedia,-6.2876514,106.9884346,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Vihara,Kota Bekasi,FALSE,4:41,19:11,Normal,8120063522,0,Tidak Tersedia
Vihara Satya Dharma,"Jl. Kiara, RT.007/RW.011, Jatiasih, Kec. Jatiasih, Kota Bks","5,0",30,Tidak Ada,Tidak Tersedia,-6.2929495,106.9603239,,Vihara,Kota Bekasi,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
Vihara Dana Paramitha,"Jalan Raya, Babelan Kota, Babelan, Bekasi Regency","4,5",680,Tidak Ada,Tidak Tersedia,-6.1680436,107.0433326,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kabupaten Bekasi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Vihara Buddha Dharma,"Jl. Kenari I No.1, RT.006/RW.001, Margahayu, Kec. Bekasi Tim., Kota Bks","4,9",430,Ada,Tidak Tersedia,-6.2441081,107.0032329,,Vihara,Kota Bekasi,FALSE,8:00,17:00,Normal,218802388,0,Tidak Tersedia
Pura Agung Tirta Bhuana Bekasi,"Jl. Jatiluhur Raya No.1, RT.001/RW.012, Jakasampurna, Kec. Bekasi Bar., Kota Bks","4,8",7960,Ada,Tidak Tersedia,-6.2487206,106.9674879,,Pura,Kota Bekasi,FALSE,5:30,21:30,Normal,2188852044,0,Tidak Tersedia
Pura Prajapati Jaha Bekasi ᬧᬸᬭᬧ᭄ᬭᬚᬧᬢᬶᬚᬳᬩᭂᬓᬲᬶ᭟,"Jl. Rambutan No.48, RT.006/RW.011, Jatimekar, Kec. Jatiasih, Kota Bks","4,7",70,Ada,Tidak Tersedia,-6.2813478,106.9562647,,Pura,Kota Bekasi,TRUE,0:00,23:59,24 jam,8.58888E+11,0,Tidak Tersedia
Masjid Jami' Mahabbaturrasul,"Jl. Villa Bogor Indah 2, RT.01/RW.14, Kedunghalang, Kec. Bogor Utara, Kota Bogor","4,8",7980,Tidak Ada,Tersedia,-6.5461951,106.8077637,['Memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Bogor,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
Masjid Agung Bogor,"Jl. Nyi Raja Permas No.1, RT.04/RW.06, Cibogor, Kecamatan Bogor Tengah, Kota Bogor","4,5",1251,Ada,Tidak Tersedia,-6.5933468,106.7916457,['Ada toilet khusus pengguna kursi roda'],Masjid,Kota Bogor,FALSE,4:00,21:15,Normal,2518320461,1,Aksesibilitas Difabel Terbatas
Masjid Tazkia Islamic Center (d/h Andalusia),"Jl. Ir H Juanda No.78, Citaringgul, Kec. Babakan Madang, Kabupaten Bogor","4,8",4829,Ada,Tersedia,-6.5685157,106.8467604,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Bogor,TRUE,0:00,23:59,24 jam,81510008899,3,Aksesibilitas Difabel Cukup Lengkap
Masjid Jami' As-Sofia,"Jl. Re. Martadinata, RT.01/RW.11, Ciwaringin, Kec. Bogor Bar., Kota Bogor","4,9",1893,Ada,Tidak Tersedia,-6.5826202,106.7881913,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kota Bogor,FALSE,3:00,22:00,Normal,8111226242,2,Aksesibilitas Difabel Terbatas
Masjid Raya Al-Mi'raj,"Jl. Raya Pajajaran No.10, RT.02/RW.6, Baranangsiang, Kec. Bogor Tim., Kota Bogor","4,8",4717,Tidak Ada,Tidak Tersedia,-6.6071805,106.8085741,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kota Bogor,FALSE,4:30,5:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
Masjid Jami' Asy Syifa - RS PMI Bogor,"Rumah Sakit PMI, JL. Raya Pajajaran, Tegallega Bogor Timur, RT.02/RW.05, Tegallega, Kecamatan Bogor Tengah, Kota Bogor","4,6",2560,Tidak Ada,Tidak Tersedia,-6.5985125,106.8071094,['Ada toilet khusus pengguna kursi roda'],Masjid,Kota Bogor,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
Masjid At-Taufiq,"Jl. Paledang No.44, RT.04/RW.07, Paledang, Kecamatan Bogor Tengah, Kota Bogor","4,8",6460,Tidak Ada,Tidak Tersedia,-6.6015902,106.7936161,,Masjid,Kota Bogor,FALSE,4:00,20:30,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Ghozi Bogor,"Jl. Palem Raya Jl. Ring Road Taman Yasmin No.V, RT.04/RW.10, Curugmekar, Kec. Bogor Bar., Kota Bogor","4,8",3490,Tidak Ada,Tidak Tersedia,-6.5616606,106.7678521,,Masjid,Kota Bogor,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Hurriyyah,"Kampus IPB, Gd. Al Hurriyyah, Jl. Agatis No.1 Lt. 1, Babakan, Kec. Dramaga, Kabupaten Bogor","4,8",2061,Ada,Tersedia,-6.5556053,106.7254153,['Ada toilet khusus pengguna kursi roda'],Masjid,Kabupaten Bogor,TRUE,0:00,23:59,24 jam,2518621746,1,Aksesibilitas Difabel Terbatas
Masjid Nurul Maa'i (PDAM Tirta Pakuan),"Jl. Siliwangi No.60, RT.07/RW.02, Sukasari, Kec. Bogor Tim., Kota Bogor","4,8",6460,Tidak Ada,Tidak Tersedia,-6.6207648,106.8157727,,Masjid,Kota Bogor,FALSE,4:00,20:00,Normal,,0,Tidak Tersedia
MASJID AZ-ZIKRA,"Perumahan Muslim Bukit Azzikra Sentul, Cimpambuan, Babakan Madang, Sentul Selatan, Cipambuan, Kabupaten Bogor","4,8",441,Tidak Ada,Tersedia,-6.556623,106.843028,"['Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Bogor,FALSE,8:00,17:00,Normal,,2,Aksesibilitas Difabel Terbatas
"Masjid Jami' At-Taqwa, Walikota Kota Bogor","Pabaton, Kecamatan Bogor Tengah, Kota Bogor","4,7",3120,Tidak Ada,Tidak Tersedia,-6.5953375,106.7933906,,Masjid,Kota Bogor,FALSE,4:00,20:15,Normal,,0,Tidak Tersedia
Masjid Biru At Thohirin,"Jl. Raya Ciawi - Sukabumi, RT.03/RW.10, Benda, Kec. Bogor Sel., Kota Bogor","4,8",1026,Tidak Ada,Tersedia,-6.671011,106.8460694,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Bogor,FALSE,4:00,21:00,Normal,,2,Aksesibilitas Difabel Terbatas
Masjid Raya Taman Yasmin,"Jl. Pakis Raya No.22, RT.04/RW.09, Cilendek Tim., Kec. Bogor Bar., Kota Bogor","4,8",8740,Tidak Ada,Tersedia,-6.5677833,106.7744821,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Bogor,TRUE,0:00,23:59,24 jam,,2,Aksesibilitas Difabel Terbatas
Masjid Kifayatul Abidin Kebun Raya Bogor,"Jl. Ir. H. Juanda No.13, RT.04/RW.02, Paledang, Kecamatan Bogor Tengah, Kota Bogor","4,6",1050,Ada,Tidak Tersedia,-6.597578,106.8018826,,Masjid,Kota Bogor,FALSE,3:30,21:30,Normal,2518311362,0,Tidak Tersedia
Masjid Jendral Besar Sudirman,"Jl. Jend. Sudirman No.35, RT.01/RW.05, Pabaton, Kecamatan Bogor Tengah, Kota Bogor","4,9",8140,Tidak Ada,Tidak Tersedia,-6.584853,106.7963716,"['Ada toilet khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Bogor,FALSE,4:00,21:00,Normal,,0,Tidak Tersedia
Masjid Jami' Bogor Baru,"blok c3, Jl. Mesjid Bogor Baru No., RT.07/RW.03, Tegallega, Kecamatan Bogor Tengah, Kota Bogor","4,8",3640,Ada,Tidak Tersedia,-6.593748,106.8103939,['Memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Bogor,FALSE,5:05,22:00,Normal,251320259,1,Aksesibilitas Difabel Terbatas
Masjid Agung Harakatul Jannah,"Jl. Raya Puncak KM. 71, Gadog, Ciawi Bogor, Sukamahi, Megamendung, Sukamahi, Kec. Megamendung, Kabupaten Bogor","4,8",1773,Tidak Ada,Tidak Tersedia,-6.6559382,106.8596896,['Ada toilet khusus pengguna kursi roda'],Masjid,Kabupaten Bogor,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
Masjid Jami' Alumni IPB,"Jl. Cidangiang No.4, RT.04/RW.05, Baranangsiang, Kecamatan Bogor Tengah, Kota Bogor","4,8",2975,Tidak Ada,Tidak Tersedia,-6.6023394,106.8069068,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kota Bogor,TRUE,0:00,23:59,24 jam,,3,Aksesibilitas Difabel Cukup Lengkap
Masjid Jami' Al-Muslimun,"Jl. Kresna Raya No.16, RT.05/RW.15, Bantarjati, Kec. Bogor Utara, Kota Bogor","4,8",4340,Ada,Tidak Tersedia,-6.5718601,106.8118609,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kota Bogor,TRUE,0:00,23:59,24 jam,2518390008,2,Aksesibilitas Difabel Terbatas
Masjid Jami' Adz-Dzikraa,"Jl. Mayor Oking No.92, RT.04/RW.06, Kp. Parung Jambu, Cibogor, Kecamatan Bogor Tengah, Kota Bogor","4,8",5800,Tidak Ada,Tidak Tersedia,-6.5910211,106.7907749,,Masjid,Kota Bogor,FALSE,4:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Juman,"Bondongan, Kec. Bogor Sel., Kota Bogor","4,8",4340,Ada,Tidak Tersedia,-6.6117625,106.8024844,,Masjid,Kota Bogor,TRUE,0:00,23:59,24 jam,87874222834,0,Tidak Tersedia
Masjid Jami' Salman Al Farisi,"Jl. Raya Pajajaran, RT.04/RW.07, Bantarjati, Kec. Bogor Utara, Kota Bogor","4,8",6050,Tidak Ada,Tidak Tersedia,-6.5840137,106.8065782,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Bogor,FALSE,4:00,21:15,Normal,,0,Tidak Tersedia
Masjid Raya Al Muttaqin,"Jl. Achmad Adnawijaya No.112, RT.02/RW.15, Tegal Gundil, Kec. Bogor Utara, Kota Bogor","4,8",2356,Ada,Tidak Tersedia,-6.5851858,106.8165121,['Ada toilet khusus pengguna kursi roda'],Masjid,Kota Bogor,FALSE,4:00,20:00,Normal,89681916255,1,Aksesibilitas Difabel Terbatas
Masjid Jami' Al-Amanah,"Jl. Rena Wijaya No.1, RT.08/RW.14, Baranangsiang, Kec. Bogor Tim., Kota Bogor","4,9",5060,Tidak Ada,Tidak Tersedia,-6.6080068,106.8166016,,Masjid,Kota Bogor,FALSE,4:00,21:00,Normal,,0,Tidak Tersedia
MDC Bogor,"Jl. Raya Pajajaran No.8, RT.04/RW.01, Sukasari, Kec. Bogor Tim., Kota Bogor","4,8",880,Ada,Tersedia,-6.619809,106.8168578,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Bogor,FALSE,9:00,17:00,Normal,89637990755,1,Aksesibilitas Difabel Terbatas
GKI Pengadilan,"Jl. Pengadilan No.35, RT.03/RW.1, Pabaton, Kecamatan Bogor Tengah, Kota Bogor","4,8",4260,Ada,Tersedia,-6.5917839,106.7947135,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bogor,TRUE,0:00,23:59,24 jam,2518379152,3,Aksesibilitas Difabel Cukup Lengkap
GKKD Bogor,"Jl. Kompleks Pulo Armin Jalan Ciburial No.5-6 Blok A, RT.07/RW.04, Baranangsiang, Kec. Bogor Tim., Kota Bogor","4,8",330,Ada,Tersedia,-6.6135854,106.8119434,,Gereja Protestan,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,2518360229,0,Tidak Tersedia
GPdI Tiberias Bogor,"Jl. Gereja No.19, RT.02/RW.08, Paledang, Kecamatan Bogor Tengah, Kota Bogor","4,7",1030,Ada,Tersedia,-6.5995613,106.7930884,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Normal,81318193919,2,Aksesibilitas Difabel Terbatas
GKI Pos Bogor Barat,"Jl. KH. R. Abdullah Bin Nuh No.11, RT.04/RW.12, Cilendek Bar., Kec. Bogor Bar., Kota Bogor","4,8",530,Tidak Ada,Tidak Tersedia,-6.5658284,106.7608498,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,,1,Aksesibilitas Difabel Terbatas
GPIB Zebaoth Bogor,"Jl. Ir. H. Juanda No.3, RT.04/RW.01, Paledang, Kecamatan Bogor Tengah, Kota Bogor","4,8",1213,Ada,Tersedia,-6.5978404,106.7944499,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,2518346128,3,Aksesibilitas Difabel Cukup Lengkap
GKMI BOGOR,"H, Jl. Ringroad Taman Yasmin No.61, RT.03/RW.09, Curugmekar, Kec. Bogor Bar., Kota Bogor","5,0",110,Tidak Ada,Tidak Tersedia,-6.5636829,106.7738856,,Gereja Umum,Kota Bogor,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
GGP Immanuel Bogor,"Jl. Riau No.3, RT.02/RW.04, Baranangsiang, Kec. Bogor Tim., Kota Bogor","4,9",180,Ada,Tidak Tersedia,-6.6068169,106.8065963,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,2518323612,1,Aksesibilitas Difabel Terbatas
Gereja Kristus Bogor,"Jl. Siliwangi No.51, RT.01/RW.02, Sukasari, Kec. Bogor Tim., Kota Bogor","4,7",1900,Ada,Tersedia,-6.6150349,106.8093725,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Umum,Kota Bogor,FALSE,8:00,16:00,Normal,2518325618,3,Aksesibilitas Difabel Cukup Lengkap
Gereja HKBP Ressort Bogor,"Jl. Paledang No.15, RT.02/RW.01, Paledang, Kecamatan Bogor Tengah, Kota Bogor","4,7",3890,Ada,Tersedia,-6.5979534,106.7897491,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,2518323875,3,Aksesibilitas Difabel Cukup Lengkap
GKDI BOGOR,"Hotel Amaris Pakuan, D'ESTA SQUARE VIII-IX, Jl. Pakuan No.2, RT.01/RW.11, Baranangsiang, Kec. Bogor Tim., Kota Bogor","5,0",100,Tidak Ada,Tidak Tersedia,-6.6075326,106.8104969,,Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
Gereja Kristen Pasundan Bogor,"Jl. A. Yani, RT.01/RW.05, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor","4,8",760,Tidak Ada,Tersedia,-6.5689796,106.8049883,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bogor,FALSE,4:41,19:11,Normal,,2,Aksesibilitas Difabel Terbatas
GMS Bogor,"Boxies Jl. Raya Tajur No.123 123 Lantai 1, RT.01/RW.06, Tajur, Kec. Bogor Tim., Kota Bogor","4,8",500,Ada,Tersedia,-6.6343182,106.8271854,,Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,8113020081,0,Tidak Tersedia
Gereja Protestan GKPO Lanud Atang Sendjaja,"JL. RS TNI-AU Blok B-XI, No.1, Atang Sanjaya, Semplak, Kec. Kemang, Kabupaten Bogor","4,4",670,Ada,Tidak Tersedia,-6.5443287,106.7606608,,Gereja Protestan,Kabupaten Bogor,FALSE,4:41,19:11,Normal,2517538942,0,Tidak Tersedia
Gereja Kristus Kartini Bogor,"Jl. Kartini No.2, RT.04/RW.01, Ciwaringin, Kecamatan Bogor Tengah, Kota Bogor","4,9",140,Tidak Ada,Tersedia,-6.5930146,106.7883898,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,,1,Aksesibilitas Difabel Terbatas
GKI Bogor Baru,"Jl. Cimanuk No.10, RT.03/RW.09, Tegal Gundil, Kec. Bogor Utara, Kota Bogor","4,8",730,Ada,Tersedia,-6.588338,106.810998,,Gereja Protestan,Kota Bogor,FALSE,8:00,16:00,Normal,2518380768,0,Tidak Tersedia
Gereja Kristen Jawa,"Komplek Pulo Armen Jalan Ciburial, Jl. Baranangsiang No.4, RT.07/RW.04, Baranangsiang, Kec. Bogor Tim., Kota Bogor","4,8",350,Ada,Tersedia,-6.6135381,106.8119181,,Gereja Protestan,Kota Bogor,FALSE,4:41,19:11,Normal,2518360334,0,Tidak Tersedia
GBI Danau Bogor Raya,"Jl. Danau Bogor Raya No.8A, Katulampa, Kec. Bogor Tim., Kota Bogor","4,8",1260,Ada,Tersedia,-6.5976896,106.8302626,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,8111875001,3,Aksesibilitas Difabel Cukup Lengkap
GPIA Sion Bogor,"Jl. Pabaton No.3, RT.03/RW.02, Pabaton, Kecamatan Bogor Tengah, Kota Bogor","5,0",40,Ada,Tersedia,-6.5904623,106.7935356,,Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,2518326634,0,Tidak Tersedia
"Gereja Bersama, Pura Bojonggede","Jl. Palembang I No.1 Blok E1, Tajurhalang, Kec. Tajur Halang, Kabupaten Bogor","4,6",380,Tidak Ada,Tidak Tersedia,-6.4870964,106.768576,,Gereja Umum,Kabupaten Bogor,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
"Gereja Katolik Paroki St. Joannes Baptista, Parung","Jl. Metro Parung No.109, Waru, Kec. Parung, Kabupaten Bogor","4,8",3500,Ada,Tersedia,-6.413982,106.726185,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,FALSE,4:41,19:11,Normal,2518610067,2,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki Keluarga Kudus, Cibinong","Jl. Raya Tapos No.31, Ciriung, Kec. Cibinong, Kabupaten Bogor","4,8",7680,Ada,Tersedia,-6.4640887,106.8577915,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,FALSE,4:41,19:11,Tidak Konsisten,2183716357,3,Aksesibilitas Difabel Cukup Lengkap
Gereja Katolik Paroki St. Rasul Yakobus Megamendung,"Jl. Kelud, Komp. Pertamina, Cipayung Girang, Kec. Megamendung, Kabupaten Bogor","4,7",1500,Tidak Ada,Tersedia,-6.6478545,106.9060452,['Ada toilet khusus pengguna kursi roda'],Gereja Katolik,Kabupaten Bogor,FALSE,8:00,17:00,Normal,,1,Aksesibilitas Difabel Terbatas
GEREJA KASIH,"Jl. Raya Bogor, RT.04/RW.08, Cibuluh, Kec. Bogor Utara, Kota Bogor","4,9",420,Ada,Tidak Tersedia,-6.5576266,106.8192058,,Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,82113421111,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Fransiskus dari Asisi, Sukasari","Jl. Siliwangi No.50, RT.01/RW.13, Bondongan, Kec. Bogor Sel., Kota Bogor","4,8",7330,Ada,Tersedia,-6.6146122,106.8082708,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bogor,FALSE,8:00,16:00,Normal,8119196350,3,Aksesibilitas Difabel Cukup Lengkap
Gereja Katolik St. Yohanes Rasul Ciampea,"Jl. Raya Ps. Ciampea No.24, Benteng, Kec. Ciampea, Kabupaten Bogor","4,7",420,Ada,Tidak Tersedia,-6.542227,106.6952119,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,FALSE,4:41,19:11,Normal,89531834643,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Ignatius Loyola, Semplak","Jl. Salabenda Raya, RW.77, Atang Senjaya, Kec. Kemang, Kabupaten Bogor","4,7",2420,Ada,Tersedia,-6.5389643,106.760867,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,FALSE,8:00,15:00,Normal,2517536429,3,Aksesibilitas Difabel Cukup Lengkap
JKI SCOP (Sentul Community Of Prayer),"Ruko Plaza Niaga 2 Blok G No. 63, Citaringgul, Babakan Madang","4,9",450,Tidak Ada,Tidak Tersedia,-6.5687708,106.8594432,,Gereja Umum,Kota Bogor,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
Puri Asih,"Jl. Raya Gadog, Jl. Cikopo Sel. No.17, Pandansari, Kec. Megamendung, Kabupaten Bogor","4,5",130,Tidak Ada,Tidak Tersedia,-6.6645999,106.8728971,,Gereja Umum,Kabupaten Bogor,FALSE,7:00,21:00,Normal,,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Andreas, Sukaraja (Ciluar)","Jl. Raya Jakarta-Bogor, Cimandala, Kec. Sukaraja, Kabupaten Bogor","4,7",1660,Ada,Tersedia,-6.5435936,106.8256958,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,FALSE,4:41,19:11,Tidak Konsisten,81315201863,0,Tidak Tersedia
Kapel Katolik Susteran Gembala Baik,"Jl. Raya Pajajaran No.6, RT.01/RW.03, Gudang, Bogor","4,8",440,Ada,Tidak Tersedia,-6.605422,106.8069758,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kota Bogor,FALSE,4:41,19:11,Normal,2518321270,2,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki St. Maria Fatima, Sentul","Graha Bina Humaniora, Jl. Dewi Sartika No.10A, Sentul, City, Kabupaten Bogor","4,8",1080,Ada,Tersedia,-6.5714031,106.8577482,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Katolik,Kabupaten Bogor,FALSE,4:41,19:11,Normal,2187967888,1,Aksesibilitas Difabel Terbatas
